time,voltage_ch1,voltage_ch2,voltage_ch3,voltage_ch4
-0.001235808,-2.8,1.0,0.0,0.0
-0.001235776,-2.6,1.0,0.0,0.0
-0.001235744,-2.8,1.2,-0.2,0.0
-0.001235712,-2.8,1.0,-0.2,0.0
-0.00123568,-2.8,1.0,0.0,0.0
-0.001235648,-2.8,1.2,0.0,0.2
-0.001235616,-2.8,1.0,-0.2,0.2
-0.001235584,-2.6,1.0,-0.2,0.0
-0.001235552,-2.8,1.0,0.0,0.0
-0.00123552,-2.6,1.0,0.0,0.0
-0.001235488,-2.8,1.0,0.0,0.0
-0.001235456,-2.6,1.0,0.0,0.0
-0.001235424,-2.8,1.2,0.0,0.0
-0.001235392,-2.8,1.0,-0.2,0.0
-0.00123536,-2.6,1.2,-0.2,0.2
-0.001235328,-2.6,1.0,-0.2,0.0
-0.001235296,-2.6,1.0,0.0,0.0
-0.001235264,-2.8,1.0,0.0,0.2
-0.001235232,-2.6,1.0,0.0,0.0
-0.0012352,-2.6,1.0,0.0,0.0
-0.001235168,-2.8,1.0,-0.2,-0.2
-0.001235136,-2.8,1.2,0.0,0.0
-0.001235104,-2.6,1.0,0.0,0.0
-0.001235072,-2.8,1.0,-0.2,0.0
-0.00123504,-2.8,1.2,0.0,0.0
-0.001235008,-2.8,1.0,0.0,0.2
-0.001234976,-2.8,1.0,0.0,0.0
-0.001234944,-2.8,1.2,0.0,0.0
-0.001234912,-2.8,1.0,0.0,0.2
-0.00123488,-2.8,1.0,0.0,0.0
-0.001234848,-2.8,1.0,0.0,0.0
-0.001234816,-2.8,1.0,0.0,0.0
-0.001234784,-2.6,1.0,-0.2,0.0
-0.001234752,-2.6,1.0,0.0,0.0
-0.00123472,-2.6,1.0,-0.2,0.0
-0.001234688,-2.6,1.0,0.0,0.0
-0.001234656,-2.8,1.0,0.0,0.0
-0.001234624,-2.6,1.2,0.0,0.0
-0.001234592,-2.8,1.0,0.0,0.0
-0.00123456,-2.6,1.0,0.0,0.0
-0.001234528,-2.8,1.0,0.0,0.0
-0.001234496,-2.6,1.0,0.0,0.0
-0.001234464,-2.6,1.0,0.0,0.2
-0.001234432,-2.8,1.0,0.0,0.2
-0.0012344,-2.8,1.0,-0.2,0.0
-0.001234368,-2.6,1.0,-0.2,0.0
-0.001234336,-2.6,1.0,-0.2,0.0
-0.001234304,-2.8,1.0,-0.2,0.0
-0.001234272,-2.8,1.0,0.0,0.2
-0.00123424,-2.8,1.0,0.0,0.0
-0.001234208,-2.8,1.0,0.0,0.0
-0.001234176,-2.8,1.2,-0.2,0.0
-0.001234144,-2.8,1.0,0.0,0.0
-0.001234112,-2.8,1.0,0.0,0.0
-0.00123408,-2.6,1.2,0.0,0.0
-0.001234048,-2.6,1.2,0.0,0.0
-0.001234016,-2.8,1.2,0.0,0.0
-0.001233984,-2.8,1.0,0.0,0.0
-0.001233952,-2.8,1.0,0.0,0.0
-0.00123392,-2.8,1.2,0.0,0.0
-0.001233888,-2.8,1.2,0.0,0.2
-0.001233856,-2.8,1.0,0.0,0.0
-0.001233824,-2.8,1.0,0.0,0.0
-0.001233792,-2.8,1.2,0.0,0.0
-0.00123376,-2.6,1.2,0.0,0.0
-0.001233728,-2.6,1.2,-0.2,0.0
-0.001233696,-2.8,1.0,0.0,0.0
-0.001233664,-2.8,1.0,0.0,0.0
-0.001233632,-2.8,1.2,0.0,0.2
-0.0012336,-2.8,1.0,0.0,0.0
-0.001233568,-2.6,1.2,0.0,0.0
-0.001233536,-2.8,1.0,0.0,0.0
-0.001233504,-2.8,1.2,0.0,0.0
-0.001233472,-2.6,1.2,0.0,0.0
-0.00123344,-2.8,1.0,0.0,0.0
-0.001233408,-2.6,1.0,0.0,0.0
-0.001233376,-2.8,1.2,0.0,0.0
-0.001233344,-2.8,1.0,0.0,0.0
-0.001233312,-2.8,1.2,-0.2,0.0
-0.00123328,-2.6,1.0,0.0,0.0
-0.001233248,-2.8,1.2,0.0,0.2
-0.001233216,-2.6,1.2,0.0,0.0
-0.001233184,-2.6,1.0,-0.2,0.0
-0.001233152,-2.6,1.2,0.0,0.2
-0.00123312,-2.8,1.0,0.0,0.2
-0.001233088,-2.8,1.0,0.0,0.0
-0.001233056,-2.8,1.0,0.0,0.0
-0.001233024,-2.8,1.0,0.0,0.0
-0.001232992,-2.8,1.0,0.0,0.0
-0.00123296,-2.6,1.0,0.0,0.0
-0.001232928,-2.6,1.0,0.0,0.0
-0.001232896,-2.6,1.2,0.0,0.2
-0.001232864,-2.8,1.0,0.0,0.0
-0.001232832,-2.6,1.2,0.0,0.2
-0.0012328,-2.8,1.0,-0.2,0.0
-0.001232768,-2.8,1.0,0.0,0.0
-0.001232736,-2.8,1.0,0.0,0.2
-0.001232704,-2.8,1.2,0.0,0.0
-0.001232672,-2.8,1.2,0.0,0.0
-0.00123264,-2.6,1.0,0.0,0.0
-0.001232608,-2.8,1.0,-0.2,0.0
-0.001232576,-2.6,1.2,0.0,0.2
-0.001232544,-2.6,1.2,-0.2,0.0
-0.001232512,-2.8,1.2,-0.2,0.0
-0.00123248,-2.8,1.0,0.0,0.0
-0.001232448,-2.6,1.2,0.0,0.0
-0.001232416,-2.6,1.0,0.0,0.2
-0.001232384,-2.6,1.0,-0.2,0.0
-0.001232352,-2.6,1.0,0.0,0.0
-0.00123232,-2.8,1.2,0.0,0.2
-0.001232288,-2.8,1.2,-0.2,0.0
-0.001232256,-2.6,1.0,0.0,0.0
-0.001232224,-2.8,1.2,0.0,0.0
-0.001232192,-2.8,1.0,0.0,0.0
-0.00123216,-2.8,1.0,0.0,0.0
-0.001232128,-2.6,1.2,0.0,0.0
-0.001232096,-2.6,1.2,0.0,0.0
-0.001232064,-2.6,1.0,-0.2,0.0
-0.001232032,-2.6,1.0,0.0,0.0
-0.001232,-2.6,1.0,0.0,0.0
-0.001231968,-2.6,1.0,0.0,0.0
-0.001231936,-2.8,1.0,0.0,0.0
-0.001231904,-2.8,1.0,0.0,0.0
-0.001231872,-2.8,1.2,0.0,0.0
-0.00123184,-2.8,1.0,-0.2,0.0
-0.001231808,-2.8,1.0,0.0,0.0
-0.001231776,-2.6,1.0,0.0,0.0
-0.001231744,-2.6,1.0,-0.2,0.0
-0.001231712,-2.8,1.0,0.0,0.0
-0.00123168,-2.6,1.2,0.0,0.0
-0.001231648,-2.6,1.0,0.0,0.0
-0.001231616,-2.6,1.2,0.0,0.0
-0.001231584,-2.8,1.2,-0.2,0.0
-0.001231552,-2.8,1.2,0.0,0.0
-0.00123152,-2.8,1.2,0.0,0.0
-0.001231488,-2.8,1.0,0.0,0.0
-0.001231456,-2.8,1.2,0.0,0.0
-0.001231424,-2.6,1.0,0.0,0.0
-0.001231392,-2.8,1.2,0.0,0.0
-0.00123136,-2.6,1.0,0.0,0.0
-0.001231328,-2.8,1.0,0.0,0.2
-0.001231296,-2.8,1.2,0.0,0.0
-0.001231264,-2.8,1.2,0.0,0.0
-0.001231232,-2.6,1.0,-0.2,0.0
-0.0012312,-2.6,1.2,0.0,0.0
-0.001231168,-2.6,1.0,0.0,0.2
-0.001231136,-2.6,1.0,0.0,0.0
-0.001231104,-2.8,1.0,0.0,0.0
-0.001231072,-2.6,1.0,0.0,0.0
-0.00123104,-2.6,1.2,0.0,0.0
-0.001231008,-2.6,1.0,-0.2,0.0
-0.001230976,-2.6,1.2,0.0,0.0
-0.001230944,-2.6,1.0,0.2,0.0
-0.001230912,-2.8,1.2,0.0,0.0
-0.00123088,-2.6,1.0,0.0,0.0
-0.001230848,-2.8,1.2,0.0,0.0
-0.001230816,-2.8,1.0,0.0,0.0
-0.001230784,-2.8,1.0,0.0,0.0
-0.001230752,-2.6,1.2,0.0,0.0
-0.00123072,-2.8,1.0,0.0,0.0
-0.001230688,-2.8,1.0,0.0,0.0
-0.001230656,-2.8,1.0,-0.2,0.0
-0.001230624,-2.8,1.0,-0.2,0.0
-0.001230592,-2.8,1.0,0.0,0.0
-0.00123056,-2.6,1.0,0.0,0.0
-0.001230528,-2.8,1.0,0.0,0.0
-0.001230496,-2.8,1.0,0.0,0.0
-0.001230464,-2.6,1.0,0.0,0.0
-0.001230432,-2.6,1.2,0.0,0.0
-0.0012304,-2.6,1.0,0.0,0.0
-0.001230368,-2.6,1.0,0.0,0.0
-0.001230336,-2.6,1.0,0.0,0.0
-0.001230304,-2.6,1.0,0.0,0.0
-0.001230272,-2.6,1.2,0.0,0.0
-0.00123024,-2.8,1.0,0.0,0.0
-0.001230208,-2.8,1.0,0.0,0.0
-0.001230176,-2.8,1.2,-0.2,0.0
-0.001230144,-2.6,1.2,0.0,0.0
-0.001230112,-2.6,1.2,0.0,0.0
-0.00123008,-2.6,1.2,0.0,0.0
-0.001230048,-2.6,1.2,-0.2,0.0
-0.001230016,-2.6,1.0,0.0,0.2
-0.001229984,-2.8,1.2,0.0,-0.2
-0.001229952,-2.6,1.0,0.0,0.0
-0.00122992,-2.6,1.0,0.0,0.0
-0.001229888,-2.8,1.0,0.0,0.0
-0.001229856,-2.6,1.0,0.0,0.0
-0.001229824,-2.6,1.2,0.0,0.0
-0.001229792,-2.8,1.0,0.0,0.0
-0.00122976,-2.6,1.0,0.0,0.0
-0.001229728,-2.8,1.0,0.0,0.0
-0.001229696,-2.6,1.0,-0.2,0.0
-0.001229664,-2.8,1.0,-0.2,0.2
-0.001229632,-2.8,1.0,-0.2,0.0
-0.0012296,-2.6,1.0,0.0,0.0
-0.001229568,-2.6,1.2,0.0,0.0
-0.001229536,-2.8,1.0,0.0,0.0
-0.001229504,-2.8,1.0,0.0,0.0
-0.001229472,-2.8,1.0,0.0,0.0
-0.00122944,-2.8,1.0,-0.2,0.0
-0.001229408,-2.6,1.0,0.0,0.0
-0.001229376,-2.6,1.2,-0.2,0.0
-0.001229344,-2.6,1.2,0.0,0.0
-0.001229312,-2.8,1.0,0.0,0.0
-0.00122928,-2.8,1.0,-0.2,0.0
-0.001229248,-2.8,1.0,0.0,0.0
-0.001229216,-2.8,1.0,0.0,0.0
-0.001229184,-2.8,1.0,0.0,0.0
-0.001229152,-2.8,1.0,-0.2,0.0
-0.00122912,-2.8,1.0,-0.2,0.0
-0.001229088,-2.6,1.0,0.0,0.0
-0.001229056,-2.6,1.0,0.0,0.0
-0.001229024,-2.6,1.2,0.0,0.0
-0.001228992,-2.6,1.2,0.0,0.0
-0.00122896,-2.6,1.2,0.0,0.0
-0.001228928,-2.6,1.0,0.0,0.0
-0.001228896,-2.6,1.0,0.0,0.2
-0.001228864,-2.6,1.0,0.0,0.0
-0.001228832,-2.8,1.0,0.0,0.0
-0.0012288,-2.8,1.0,0.0,0.0
-0.001228768,-2.8,1.2,0.0,0.0
-0.001228736,-2.6,1.2,0.0,0.0
-0.001228704,-2.6,1.0,0.0,0.2
-0.001228672,-2.6,1.0,-0.2,0.0
-0.00122864,-2.8,1.2,0.0,0.0
-0.001228608,-2.6,1.0,0.0,0.0
-0.001228576,-2.6,1.0,0.0,0.0
-0.001228544,-2.6,1.2,0.0,0.0
-0.001228512,-2.6,1.0,0.0,0.0
-0.00122848,-2.8,1.2,0.0,0.0
-0.001228448,-2.8,1.0,-0.2,0.0
-0.001228416,-2.6,1.2,0.0,0.0
-0.001228384,-2.6,1.0,0.0,0.0
-0.001228352,-2.8,1.2,0.0,0.0
-0.00122832,-2.6,1.2,-0.2,0.0
-0.001228288,-2.6,1.0,0.0,0.0
-0.001228256,-2.6,1.0,0.0,0.0
-0.001228224,-2.6,1.2,0.0,0.0
-0.001228192,-2.8,1.0,0.0,0.2
-0.00122816,-2.8,1.0,0.0,0.0
-0.001228128,-2.8,1.0,0.0,0.0
-0.001228096,-2.8,1.0,0.0,0.0
-0.001228064,-2.8,1.0,0.0,0.0
-0.001228032,-2.6,1.0,-0.2,0.0
-0.001228,-2.8,1.0,0.0,0.0
-0.001227968,-2.6,1.0,0.0,0.0
-0.001227936,-2.6,1.0,0.0,0.0
-0.001227904,-2.6,1.0,-0.2,0.0
-0.001227872,-2.8,1.0,0.0,0.0
-0.00122784,-2.6,1.0,0.0,0.2
-0.001227808,-2.6,1.2,0.0,0.0
-0.001227776,-2.6,1.0,0.0,0.0
-0.001227744,-2.6,1.0,0.0,0.0
-0.001227712,-2.6,1.2,0.0,-0.2
-0.00122768,-2.6,1.2,0.0,0.0
-0.001227648,-2.8,1.2,0.0,0.0
-0.001227616,-2.6,1.2,0.0,0.0
-0.001227584,-2.6,1.2,-0.2,0.2
-0.001227552,-2.6,1.2,0.0,0.0
-0.00122752,-2.8,1.0,0.0,0.0
-0.001227488,-2.8,1.2,-0.2,0.0
-0.001227456,-2.8,1.0,0.0,0.0
-0.001227424,-2.8,1.0,0.0,0.0
-0.001227392,-2.6,1.2,0.0,0.0
-0.00122736,-2.8,1.2,0.0,0.2
-0.001227328,-2.8,1.2,-0.2,0.0
-0.001227296,-2.8,1.2,0.0,0.0
-0.001227264,-2.8,1.2,0.0,0.0
-0.001227232,-2.8,1.0,-0.2,0.0
-0.0012272,-2.6,1.0,0.0,0.0
-0.001227168,-2.6,1.2,-0.2,0.0
-0.001227136,-2.8,1.2,0.0,0.0
-0.001227104,-2.8,1.0,-0.2,0.0
-0.001227072,-2.6,1.2,0.0,0.0
-0.00122704,-2.6,1.0,0.0,0.0
-0.001227008,-2.6,1.2,0.0,0.0
-0.001226976,-2.6,1.2,0.0,0.0
-0.001226944,-2.6,1.0,-0.2,0.0
-0.001226912,-2.6,1.2,0.0,0.0
-0.00122688,-2.8,1.2,0.0,0.0
-0.001226848,-2.6,1.0,0.0,0.0
-0.001226816,-2.6,1.2,-0.2,0.2
-0.001226784,-2.8,1.2,0.0,0.0
-0.001226752,-2.8,1.2,0.0,0.2
-0.00122672,-2.6,1.2,0.0,0.0
-0.001226688,-2.6,1.2,-0.2,0.0
-0.001226656,-2.6,1.2,0.0,0.0
-0.001226624,-2.8,1.2,0.0,0.2
-0.001226592,-2.8,1.2,-0.2,0.0
-0.00122656,-2.6,1.0,0.0,0.0
-0.001226528,-2.6,1.0,-0.2,0.0
-0.001226496,-2.6,1.0,0.0,0.0
-0.001226464,-2.8,1.0,0.0,0.0
-0.001226432,-2.8,1.0,0.0,0.0
-0.0012264,-2.8,1.0,0.0,0.0
-0.001226368,-2.6,1.2,0.0,0.0
-0.001226336,-2.6,1.2,0.0,0.0
-0.001226304,-2.8,1.0,-0.2,0.0
-0.001226272,-2.8,1.2,0.0,0.0
-0.00122624,-2.8,1.0,0.0,0.0
-0.001226208,-2.6,1.0,0.0,0.0
-0.001226176,-2.6,1.2,-0.2,0.0
-0.001226144,-2.6,1.2,-0.2,0.0
-0.001226112,-2.8,1.2,0.0,0.0
-0.00122608,-2.6,1.2,0.0,0.0
-0.001226048,-2.8,1.0,0.0,0.0
-0.001226016,-2.6,1.2,0.0,0.0
-0.001225984,-2.8,1.2,0.0,0.0
-0.001225952,-2.6,1.2,0.0,0.0
-0.00122592,-2.6,1.0,0.0,0.0
-0.001225888,-2.8,1.2,0.0,0.0
-0.001225856,-2.8,1.2,0.0,0.0
-0.001225824,-2.8,1.0,0.0,0.0
-0.001225792,-2.6,1.0,0.0,0.0
-0.00122576,-2.8,1.2,0.0,0.0
-0.001225728,-2.6,1.0,0.0,0.2
-0.001225696,-2.6,1.0,0.0,0.0
-0.001225664,-2.8,1.2,0.0,0.0
-0.001225632,-2.6,1.2,0.0,0.0
-0.0012256,-2.6,1.0,0.0,0.0
-0.001225568,-2.8,1.2,-0.2,0.0
-0.001225536,-2.6,1.0,0.0,0.0
-0.001225504,-2.8,1.0,0.0,0.0
-0.001225472,-2.8,1.0,0.0,0.0
-0.00122544,-2.6,1.0,0.0,0.0
-0.001225408,-2.8,1.0,0.0,0.0
-0.001225376,-2.6,1.0,0.0,0.0
-0.001225344,-2.8,1.2,0.0,0.0
-0.001225312,-2.6,1.0,-0.2,0.2
-0.00122528,-2.6,1.0,0.0,-0.2
-0.001225248,-2.6,1.2,0.0,0.0
-0.001225216,-2.6,1.0,0.0,0.2
-0.001225184,-2.8,1.2,0.0,0.0
-0.001225152,-2.6,1.0,0.0,0.0
-0.00122512,-2.8,1.2,0.0,0.0
-0.001225088,-2.6,1.2,0.0,0.0
-0.001225056,-2.6,1.2,-0.2,0.0
-0.001225024,-2.6,1.2,0.0,0.0
-0.001224992,-2.8,1.2,0.0,0.0
-0.00122496,-2.6,1.0,0.0,0.2
-0.001224928,-2.6,1.0,0.0,0.0
-0.001224896,-2.8,1.2,0.0,0.0
-0.001224864,-2.8,1.2,-0.2,0.0
-0.001224832,-2.6,1.2,0.0,0.2
-0.0012248,-2.6,1.0,0.0,0.0
-0.001224768,-2.8,1.2,0.0,0.0
-0.001224736,-2.8,1.0,0.0,0.0
-0.001224704,-2.8,1.0,0.0,0.2
-0.001224672,-2.8,1.0,0.0,0.0
-0.00122464,-2.6,1.0,-0.2,0.0
-0.001224608,-2.6,1.0,0.0,0.0
-0.001224576,-2.6,1.2,0.0,0.0
-0.001224544,-2.8,1.0,0.0,0.0
-0.001224512,-2.6,1.2,0.0,0.0
-0.00122448,-2.8,1.0,-0.2,0.0
-0.001224448,-2.8,1.0,0.0,0.0
-0.001224416,-2.8,1.2,0.0,0.0
-0.001224384,-2.8,1.0,0.0,0.0
-0.001224352,-2.8,1.0,0.0,0.0
-0.00122432,-2.8,1.2,0.0,0.0
-0.001224288,-2.6,1.0,0.0,0.0
-0.001224256,-2.8,1.2,0.0,0.0
-0.001224224,-2.6,1.0,0.0,0.0
-0.001224192,-2.6,1.2,0.0,0.0
-0.00122416,-2.6,1.0,0.0,0.0
-0.001224128,-2.8,1.0,0.0,0.0
-0.001224096,-2.8,1.0,0.0,0.0
-0.001224064,-2.8,1.2,0.0,0.0
-0.001224032,-2.6,1.0,0.0,0.0
-0.001224,-2.8,1.0,0.0,0.0
-0.001223968,-2.6,1.2,0.0,0.0
-0.001223936,-2.8,1.0,0.0,0.0
-0.001223904,-2.6,1.0,0.0,0.0
-0.001223872,-2.6,1.0,0.0,0.0
-0.00122384,-2.8,1.0,-0.2,0.0
-0.001223808,-2.8,1.2,0.0,0.0
-0.001223776,-2.8,1.2,0.0,0.0
-0.001223744,-2.6,1.0,0.0,0.0
-0.001223712,-2.6,1.2,0.0,0.0
-0.00122368,-2.8,1.0,0.0,0.0
-0.001223648,-2.6,1.0,0.0,0.0
-0.001223616,-2.8,1.0,0.0,0.0
-0.001223584,-2.8,1.0,-0.2,0.0
-0.001223552,-2.6,1.2,-0.2,0.0
-0.00122352,-2.6,1.0,0.0,0.0
-0.001223488,-2.8,1.0,-0.2,0.0
-0.001223456,-2.6,1.2,0.0,0.0
-0.001223424,-2.8,1.2,0.0,0.2
-0.001223392,-2.6,1.0,0.0,0.2
-0.00122336,-2.8,1.2,0.0,0.0
-0.001223328,-2.6,1.0,0.0,0.2
-0.001223296,-2.6,1.2,0.0,0.0
-0.001223264,-2.6,1.0,0.0,0.0
-0.001223232,-2.6,1.0,0.0,0.0
-0.0012232,-2.6,1.0,0.0,0.0
-0.001223168,-2.8,1.0,0.0,0.0
-0.001223136,-2.6,1.0,0.0,0.0
-0.001223104,-2.6,1.0,-0.2,0.0
-0.001223072,-2.8,1.0,0.0,0.2
-0.00122304,-2.8,1.0,0.0,0.0
-0.001223008,-2.6,1.2,0.0,0.2
-0.001222976,-2.6,1.0,0.0,0.0
-0.001222944,-2.6,1.2,0.0,0.0
-0.001222912,-2.8,1.0,0.0,0.2
-0.00122288,-2.8,1.0,0.0,0.0
-0.001222848,-2.8,1.0,0.0,0.2
-0.001222816,-2.8,1.2,0.0,0.2
-0.001222784,-2.6,1.2,0.0,0.0
-0.001222752,-2.8,1.2,0.0,0.0
-0.00122272,-2.6,1.0,0.0,0.2
-0.001222688,-2.8,1.2,0.0,0.0
-0.001222656,-2.8,1.0,0.0,0.0
-0.001222624,-2.6,1.2,0.0,0.0
-0.001222592,-2.6,1.2,0.0,0.0
-0.00122256,-2.8,1.0,0.0,0.2
-0.001222528,-2.6,1.0,0.0,0.0
-0.001222496,-2.6,1.0,0.0,0.0
-0.001222464,-2.6,1.0,0.0,0.0
-0.001222432,-2.6,1.0,0.0,0.0
-0.0012224,-2.6,1.0,0.0,0.0
-0.001222368,-2.6,1.2,0.0,0.0
-0.001222336,-2.6,1.0,0.0,0.2
-0.001222304,-2.8,1.0,0.0,0.0
-0.001222272,-2.6,1.0,0.0,0.0
-0.00122224,-2.6,1.0,-0.2,0.0
-0.001222208,-2.6,1.0,0.0,0.0
-0.001222176,-2.6,1.0,0.0,0.0
-0.001222144,-2.6,1.2,-0.2,0.0
-0.001222112,-2.6,1.2,0.0,0.0
-0.00122208,-2.6,1.2,0.0,0.0
-0.001222048,-2.6,1.0,0.0,0.0
-0.001222016,-2.6,1.2,0.0,0.0
-0.001221984,-2.8,1.2,0.0,0.0
-0.001221952,-2.6,1.2,0.0,0.0
-0.00122192,-2.6,1.2,0.0,0.0
-0.001221888,-2.8,1.0,0.0,0.0
-0.001221856,-2.8,1.2,0.0,0.0
-0.001221824,-2.6,1.0,0.0,0.2
-0.001221792,-2.6,1.0,0.0,0.2
-0.00122176,-2.6,1.2,0.0,0.2
-0.001221728,-2.6,1.0,0.0,0.0
-0.001221696,-2.8,1.2,0.0,0.0
-0.001221664,-2.6,1.2,0.0,0.0
-0.001221632,-2.8,1.0,0.0,0.0
-0.0012216,-2.8,1.2,0.0,0.0
-0.001221568,-2.6,1.2,0.0,0.0
-0.001221536,-2.6,1.0,0.0,0.0
-0.001221504,-2.6,1.0,0.0,0.0
-0.001221472,-2.6,1.2,-0.2,0.0
-0.00122144,-2.6,1.2,-0.2,0.0
-0.001221408,-2.6,1.2,0.0,0.0
-0.001221376,-2.6,1.0,-0.2,0.0
-0.001221344,-2.8,1.0,0.0,0.0
-0.001221312,-2.6,1.2,0.0,0.0
-0.00122128,-2.6,1.0,0.0,0.2
-0.001221248,-2.6,1.0,-0.2,0.0
-0.001221216,-2.6,1.0,-0.2,0.0
-0.001221184,-2.6,1.0,0.0,0.0
-0.001221152,-2.6,1.2,0.0,0.0
-0.00122112,-2.6,1.0,-0.2,0.0
-0.001221088,-2.6,1.2,0.0,0.2
-0.001221056,-2.8,1.2,-0.2,0.0
-0.001221024,-2.8,1.2,0.0,0.0
-0.001220992,-2.6,1.2,0.0,0.0
-0.00122096,-2.6,1.0,0.0,0.0
-0.001220928,-2.6,1.2,0.0,0.0
-0.001220896,-2.8,1.2,0.0,0.0
-0.001220864,-2.6,1.2,0.0,0.0
-0.001220832,-2.6,1.2,0.0,0.2
-0.0012208,-2.8,1.0,0.0,0.0
-0.001220768,-2.6,1.2,0.0,0.2
-0.001220736,-2.8,1.0,0.0,0.0
-0.001220704,-2.8,1.0,0.0,0.0
-0.001220672,-2.6,1.0,0.0,0.0
-0.00122064,-2.6,1.2,0.0,0.0
-0.001220608,-2.6,1.2,0.0,0.0
-0.001220576,-2.6,1.0,-0.2,0.2
-0.001220544,-2.8,1.0,0.0,0.0
-0.001220512,-2.6,1.0,0.0,0.0
-0.00122048,-2.6,1.2,0.0,0.0
-0.001220448,-2.8,1.0,0.0,0.0
-0.001220416,-2.6,1.2,0.0,0.0
-0.001220384,-2.8,1.0,0.0,0.0
-0.001220352,-2.6,1.0,-0.2,0.2
-0.00122032,-2.6,1.0,0.0,0.0
-0.001220288,-2.8,1.0,0.0,0.2
-0.001220256,-2.6,1.2,0.0,0.0
-0.001220224,-2.6,1.2,0.0,0.2
-0.001220192,-2.6,1.0,0.0,0.0
-0.00122016,-2.6,1.0,0.0,0.2
-0.001220128,-2.8,1.0,0.0,0.2
-0.001220096,-2.6,1.0,0.0,0.0
-0.001220064,-2.6,1.0,-0.2,0.0
-0.001220032,-2.6,1.0,0.0,0.0
-0.00122,-2.6,1.0,0.0,0.0
-0.001219968,-2.6,1.0,0.0,0.0
-0.001219936,-2.6,1.0,0.0,0.0
-0.001219904,-2.6,1.0,0.0,0.0
-0.001219872,-2.8,1.2,0.0,0.0
-0.00121984,-2.6,1.0,0.0,0.0
-0.001219808,-2.6,1.0,0.2,0.0
-0.001219776,-2.6,1.2,-0.2,0.0
-0.001219744,-2.8,1.0,0.0,0.0
-0.001219712,-2.6,1.0,0.0,0.2
-0.00121968,-2.6,1.2,0.0,0.0
-0.001219648,-2.6,1.2,0.0,0.0
-0.001219616,-2.8,1.0,-0.2,0.0
-0.001219584,-2.6,1.0,0.0,0.2
-0.001219552,-2.6,1.0,0.0,0.0
-0.00121952,-2.8,1.2,0.0,0.0
-0.001219488,-2.6,1.0,0.0,0.0
-0.001219456,-2.6,1.2,0.0,0.0
-0.001219424,-2.6,1.2,0.0,0.2
-0.001219392,-2.8,1.2,0.0,0.2
-0.00121936,-2.6,1.2,0.0,0.0
-0.001219328,-2.6,1.0,0.0,0.0
-0.001219296,-2.6,1.0,0.0,0.0
-0.001219264,-2.6,1.0,0.0,0.2
-0.001219232,-2.6,1.0,0.0,0.0
-0.0012192,-2.6,1.2,-0.2,0.0
-0.001219168,-2.6,1.0,-0.2,0.2
-0.001219136,-2.6,1.2,-0.2,0.2
-0.001219104,-2.6,1.0,0.0,0.0
-0.001219072,-2.6,1.0,0.0,0.0
-0.00121904,-2.8,1.2,0.0,0.0
-0.001219008,-2.8,1.0,0.0,0.0
-0.001218976,-2.6,1.0,0.0,0.0
-0.001218944,-2.6,1.0,0.0,0.0
-0.001218912,-2.6,1.0,0.0,0.2
-0.00121888,-2.6,1.0,0.0,0.0
-0.001218848,-2.6,1.0,0.0,0.0
-0.001218816,-2.8,1.0,0.0,0.0
-0.001218784,-2.6,1.0,0.0,0.0
-0.001218752,-2.6,1.2,0.0,0.0
-0.00121872,-2.6,1.0,0.0,0.2
-0.001218688,-2.6,1.0,0.0,0.0
-0.001218656,-2.6,1.2,0.0,0.0
-0.001218624,-2.6,1.0,0.0,0.0
-0.001218592,-2.8,1.0,0.0,0.2
-0.00121856,-2.6,1.0,0.0,0.2
-0.001218528,-2.8,1.0,0.0,0.0
-0.001218496,-2.6,1.0,0.0,0.0
-0.001218464,-2.8,1.2,0.0,0.0
-0.001218432,-2.6,1.0,0.0,0.0
-0.0012184,-2.6,1.0,0.0,0.0
-0.001218368,-2.6,1.0,0.0,0.0
-0.001218336,-2.6,1.0,0.0,0.0
-0.001218304,-2.6,1.0,0.0,0.0
-0.001218272,-2.6,1.0,0.0,0.0
-0.00121824,-2.6,1.0,-0.2,0.0
-0.001218208,-2.6,1.0,0.0,0.0
-0.001218176,-2.6,1.0,-0.2,0.0
-0.001218144,-2.6,1.0,0.0,0.0
-0.001218112,-2.6,1.2,0.0,0.0
-0.00121808,-2.6,1.0,0.0,0.0
-0.001218048,-2.6,1.0,0.0,0.0
-0.001218016,-2.6,1.0,-0.2,0.0
-0.001217984,-2.6,1.0,0.0,0.0
-0.001217952,-2.6,1.2,0.0,0.0
-0.00121792,-2.6,1.0,0.0,0.0
-0.001217888,-2.6,1.0,0.0,0.0
-0.001217856,-2.6,1.2,0.0,0.0
-0.001217824,-2.6,1.2,0.0,0.0
-0.001217792,-2.6,1.0,0.0,0.0
-0.00121776,-2.8,1.0,-0.2,0.0
-0.001217728,-2.8,1.0,0.0,0.0
-0.001217696,-2.6,1.0,0.0,0.0
-0.001217664,-2.6,1.0,-0.2,0.0
-0.001217632,-2.8,1.0,0.0,0.0
-0.0012176,-2.6,1.0,-0.2,0.0
-0.001217568,-2.6,1.0,0.0,0.0
-0.001217536,-2.6,1.0,0.0,0.0
-0.001217504,-2.6,1.0,-0.2,0.2
-0.001217472,-2.6,1.0,0.0,0.0
-0.00121744,-2.8,1.0,-0.2,0.0
-0.001217408,-2.6,1.0,-0.2,0.0
-0.001217376,-2.6,1.0,0.0,0.0
