time,triggeredvoltage_ch1,voltage_ch2,voltage_ch3,voltage_ch4
-0.004304,-0.44,1.04,0.0,0.0
-0.00430392,-0.44,1.0,0.0,0.0
-0.00430384,-0.44,1.0,-0.04,0.0
-0.00430376,-0.48,1.0,0.0,0.0
-0.00430368,-0.44,1.0,0.0,-0.04
-0.0043036,-0.44,1.0,0.0,0.0
-0.00430352,-0.44,1.04,0.0,0.0
-0.00430344,-0.44,1.04,0.0,0.0
-0.00430336,-0.4,1.0,0.0,-0.04
-0.00430328,-0.44,1.0,0.0,0.0
-0.0043032,-0.44,1.0,0.0,0.0
-0.00430312,-0.44,1.0,-0.04,0.0
-0.00430304,-0.44,1.04,0.0,0.0
-0.00430296,-0.44,1.0,0.0,0.0
-0.00430288,-0.44,1.0,0.0,0.0
-0.0043028,-0.44,1.0,0.0,0.0
-0.00430272,-0.44,1.0,0.0,0.0
-0.00430264,-0.44,1.0,0.0,0.0
-0.00430256,-0.44,1.0,0.0,0.0
-0.00430248,-0.44,1.0,0.0,-0.04
-0.0043024,-0.44,1.0,0.0,0.0
-0.00430232,-0.44,1.0,0.0,-0.04
-0.00430224,-0.44,1.0,0.0,0.0
-0.00430216,-0.44,1.0,0.0,0.0
-0.00430208,-0.44,1.0,0.0,0.0
-0.004302,-0.44,1.0,0.0,0.0
-0.00430192,-0.44,1.0,0.0,0.0
-0.00430184,-0.44,1.0,0.0,0.0
-0.00430176,-0.44,1.0,0.0,0.0
-0.00430168,-0.44,1.0,0.0,0.0
-0.0043016,-0.44,1.0,0.0,0.0
-0.00430152,-0.44,1.0,0.0,0.0
-0.00430144,-0.44,1.0,0.0,0.0
-0.00430136,-0.44,1.0,0.0,0.0
-0.00430128,-0.44,1.0,0.0,0.0
-0.0043012,-0.44,1.0,0.0,-0.04
-0.00430112,-0.44,1.0,0.0,0.0
-0.00430104,-0.44,1.0,0.0,0.0
-0.00430096,-0.4,1.0,0.0,0.0
-0.00430088,-0.44,1.0,0.0,0.0
-0.0043008,-0.4,1.04,-0.04,-0.04
-0.00430072,-0.44,1.0,0.0,0.0
-0.00430064,-0.4,1.04,0.0,0.0
-0.00430056,-0.44,1.0,0.0,0.0
-0.00430048,-0.44,1.0,0.0,0.0
-0.0043004,-0.4,1.0,-0.04,0.0
-0.00430032,-0.44,1.0,0.0,0.0
-0.00430024,-0.44,1.0,0.0,0.0
-0.00430016,-0.44,1.0,-0.04,-0.04
-0.00430008,-0.44,1.0,-0.04,-0.04
-0.0043,-0.44,1.0,0.0,-0.04
-0.00429992,-0.44,1.04,0.0,-0.04
-0.00429984,-0.44,1.0,0.0,0.0
-0.00429976,-0.44,1.0,0.0,-0.04
-0.00429968,-0.4,1.0,0.0,0.0
-0.0042996,-0.44,1.0,0.0,0.0
-0.00429952,-0.44,1.0,0.0,0.0
-0.00429944,-0.4,1.0,0.0,0.0
-0.00429936,-0.4,1.0,0.0,0.0
-0.00429928,-0.44,1.0,0.0,0.0
-0.0042992,-0.44,1.0,0.0,0.0
-0.00429912,-0.4,1.0,0.0,0.0
-0.00429904,-0.4,1.04,0.0,0.0
-0.00429896,-0.44,1.0,0.0,0.0
-0.00429888,-0.44,1.04,0.0,0.0
-0.0042988,-0.4,1.0,0.0,0.0
-0.00429872,-0.44,1.0,0.0,0.0
-0.00429864,-0.4,1.0,0.0,0.0
-0.00429856,-0.44,1.0,0.0,0.0
-0.00429848,-0.4,1.0,0.0,0.0
-0.0042984,-0.4,1.04,0.0,0.0
-0.00429832,-0.44,1.0,-0.04,0.0
-0.00429824,-0.4,1.0,0.0,0.0
-0.00429816,-0.4,1.0,0.0,0.0
-0.00429808,-0.4,1.0,0.0,0.0
-0.004298,-0.4,1.0,0.0,0.0
-0.00429792,-0.4,1.0,0.0,0.0
-0.00429784,-0.4,1.0,0.0,0.0
-0.00429776,-0.4,1.0,0.0,0.0
-0.00429768,-0.4,1.0,0.0,0.0
-0.0042976,-0.4,1.04,-0.04,0.0
-0.00429752,-0.4,1.0,0.0,0.0
-0.00429744,-0.4,1.0,0.0,0.0
-0.00429736,-0.4,1.04,0.0,0.0
-0.00429728,-0.4,1.0,0.0,0.0
-0.0042972,-0.4,1.0,0.0,0.0
-0.00429712,-0.4,1.0,0.0,0.0
-0.00429704,-0.4,1.0,-0.04,0.0
-0.00429696,-0.4,1.04,0.0,-0.04
-0.00429688,-0.4,1.0,0.0,0.0
-0.0042968,-0.4,1.0,0.0,0.0
-0.00429672,-0.4,1.0,0.0,0.0
-0.00429664,-0.44,1.0,0.0,0.0
-0.00429656,-0.4,1.0,0.0,0.0
-0.00429648,-0.4,1.04,0.0,0.0
-0.0042964,-0.4,1.0,0.0,0.0
-0.00429632,-0.44,1.04,0.0,0.0
-0.00429624,-0.4,1.0,0.0,0.0
-0.00429616,-0.4,1.0,0.0,0.0
-0.00429608,-0.4,1.0,0.0,0.0
-0.004296,-0.4,1.0,0.0,0.0
-0.00429592,-0.4,1.0,0.0,0.0
-0.00429584,-0.4,1.04,0.0,0.0
-0.00429576,-0.4,1.04,0.0,0.0
-0.00429568,-0.4,1.0,0.0,0.0
-0.0042956,-0.4,1.0,0.0,0.0
-0.00429552,-0.4,1.0,0.0,0.0
-0.00429544,-0.4,1.0,0.0,0.0
-0.00429536,-0.4,1.0,0.0,0.0
-0.00429528,-0.4,1.04,0.0,0.0
-0.0042952,-0.4,1.0,0.0,0.0
-0.00429512,-0.4,1.0,0.0,0.0
-0.00429504,-0.4,1.0,0.0,0.0
-0.00429496,-0.4,1.0,-0.04,-0.04
-0.00429488,-0.4,1.0,0.0,0.0
-0.0042948,-0.4,1.04,0.0,0.0
-0.00429472,-0.4,1.0,0.0,0.0
-0.00429464,-0.4,1.0,0.0,0.0
-0.00429456,-0.4,1.0,-0.04,-0.04
-0.00429448,-0.4,1.0,0.0,-0.04
-0.0042944,-0.36,1.0,0.0,-0.04
-0.00429432,-0.4,1.0,0.0,0.0
-0.00429424,-0.4,1.0,-0.04,0.0
-0.00429416,-0.36,1.0,0.0,0.0
-0.00429408,-0.4,1.04,0.0,0.0
-0.004294,-0.4,1.0,0.0,0.0
-0.00429392,-0.4,1.0,0.0,0.0
-0.00429384,-0.4,1.0,0.0,-0.04
-0.00429376,-0.4,1.0,0.0,-0.04
-0.00429368,-0.36,1.0,0.0,-0.04
-0.0042936,-0.36,1.04,0.0,0.0
-0.00429352,-0.4,1.0,0.0,0.0
-0.00429344,-0.4,1.04,0.0,0.0
-0.00429336,-0.4,1.0,0.0,0.0
-0.00429328,-0.36,1.04,0.0,0.0
-0.0042932,-0.4,1.0,0.0,0.0
-0.00429312,-0.4,1.0,0.0,0.0
-0.00429304,-0.4,1.0,-0.04,0.0
-0.00429296,-0.4,1.0,0.0,0.0
-0.00429288,-0.4,1.0,0.0,0.0
-0.0042928,-0.4,1.0,0.0,-0.04
-0.00429272,-0.4,1.0,0.0,0.0
-0.00429264,-0.4,1.0,0.0,0.0
-0.00429256,-0.4,1.0,0.0,-0.04
-0.00429248,-0.4,1.04,0.0,0.0
-0.0042924,-0.36,1.0,0.0,0.0
-0.00429232,-0.4,1.0,0.0,0.0
-0.00429224,-0.36,1.0,0.0,0.0
-0.00429216,-0.36,1.0,0.0,0.0
-0.00429208,-0.36,1.04,0.0,0.0
-0.004292,-0.4,1.04,0.0,0.0
-0.00429192,-0.4,1.04,0.0,0.0
-0.00429184,-0.36,1.04,0.0,-0.04
-0.00429176,-0.4,1.0,0.0,0.0
-0.00429168,-0.36,1.04,0.0,-0.04
-0.0042916,-0.4,1.0,0.0,0.0
-0.00429152,-0.4,1.0,0.0,0.0
-0.00429144,-0.4,1.0,0.0,-0.04
-0.00429136,-0.36,1.0,0.0,0.0
-0.00429128,-0.4,1.04,0.0,0.0
-0.0042912,-0.36,1.04,0.0,0.0
-0.00429112,-0.36,1.0,0.0,0.0
-0.00429104,-0.4,1.0,0.0,0.0
-0.00429096,-0.4,1.0,0.0,0.0
-0.00429088,-0.36,1.0,0.0,-0.04
-0.0042908,-0.4,1.0,0.0,0.0
-0.00429072,-0.36,1.0,0.0,0.0
-0.00429064,-0.4,1.0,-0.04,0.0
-0.00429056,-0.36,1.04,0.0,0.0
-0.00429048,-0.36,1.0,0.0,0.0
-0.0042904,-0.36,1.0,0.0,0.0
-0.00429032,-0.36,1.0,0.0,0.0
-0.00429024,-0.36,1.0,0.0,0.0
-0.00429016,-0.36,1.0,0.0,0.0
-0.00429008,-0.36,1.0,0.0,0.0
-0.00429,-0.4,1.0,0.0,-0.04
-0.00428992,-0.4,1.0,0.0,0.0
-0.00428984,-0.4,1.0,0.0,0.0
-0.00428976,-0.36,1.04,0.0,0.0
-0.00428968,-0.36,1.0,0.0,0.0
-0.0042896,-0.36,1.0,0.0,0.0
-0.00428952,-0.36,1.0,-0.04,0.0
-0.00428944,-0.36,1.0,0.0,0.0
-0.00428936,-0.36,1.0,-0.04,0.0
-0.00428928,-0.36,1.04,0.0,0.0
-0.0042892,-0.36,1.04,0.0,0.0
-0.00428912,-0.36,1.0,-0.04,0.0
-0.00428904,-0.36,1.0,0.0,0.0
-0.00428896,-0.36,1.04,0.0,0.0
-0.00428888,-0.36,1.0,0.0,0.0
-0.0042888,-0.36,1.04,0.0,0.0
-0.00428872,-0.36,1.04,0.0,-0.04
-0.00428864,-0.36,1.0,0.0,0.0
-0.00428856,-0.36,1.0,0.0,0.0
-0.00428848,-0.36,1.0,0.0,0.0
-0.0042884,-0.36,1.0,0.0,0.0
-0.00428832,-0.36,1.0,0.0,0.0
-0.00428824,-0.36,1.0,0.0,-0.04
-0.00428816,-0.36,1.0,0.0,0.0
-0.00428808,-0.36,1.04,-0.04,0.0
-0.004288,-0.36,1.0,0.0,0.0
-0.00428792,-0.36,1.0,0.0,0.0
-0.00428784,-0.32,1.0,-0.04,0.0
-0.00428776,-0.36,1.0,0.0,0.0
-0.00428768,-0.36,1.04,0.0,0.0
-0.0042876,-0.36,1.0,0.0,-0.04
-0.00428752,-0.36,1.0,0.0,0.0
-0.00428744,-0.36,1.0,0.0,0.0
-0.00428736,-0.36,1.0,0.0,0.0
-0.00428728,-0.36,1.04,0.0,0.0
-0.0042872,-0.36,1.0,0.0,0.0
-0.00428712,-0.36,1.0,-0.04,0.0
-0.00428704,-0.36,1.0,0.0,-0.04
-0.00428696,-0.36,1.0,0.0,0.0
-0.00428688,-0.32,1.0,0.0,0.0
-0.0042868,-0.32,1.04,0.0,0.0
-0.00428672,-0.36,1.0,-0.04,0.0
-0.00428664,-0.36,1.04,-0.04,0.0
-0.00428656,-0.36,1.0,-0.04,0.0
-0.00428648,-0.32,1.04,0.0,0.0
-0.0042864,-0.36,1.0,0.0,0.0
-0.00428632,-0.36,1.04,0.0,0.0
-0.00428624,-0.36,1.0,0.0,-0.04
-0.00428616,-0.36,1.0,0.0,0.0
-0.00428608,-0.32,1.0,-0.04,0.0
-0.004286,-0.32,1.0,0.0,-0.04
-0.00428592,-0.36,1.04,0.0,0.0
-0.00428584,-0.36,1.0,0.0,0.0
-0.00428576,-0.32,1.0,0.0,0.0
-0.00428568,-0.36,1.0,0.0,0.0
-0.0042856,-0.36,1.0,-0.04,0.0
-0.00428552,-0.36,1.0,-0.04,0.0
-0.00428544,-0.36,1.0,0.0,-0.04
-0.00428536,-0.32,1.0,0.0,0.0
-0.00428528,-0.32,1.0,0.0,0.0
-0.0042852,-0.32,1.0,0.0,0.0
-0.00428512,-0.36,1.04,-0.04,0.0
-0.00428504,-0.36,1.0,-0.04,0.0
-0.00428496,-0.36,1.0,0.0,0.0
-0.00428488,-0.32,1.04,0.0,0.0
-0.0042848,-0.32,1.0,0.0,0.0
-0.00428472,-0.32,1.0,-0.04,0.0
-0.00428464,-0.32,1.04,-0.04,0.0
-0.00428456,-0.32,1.0,0.0,0.0
-0.00428448,-0.36,1.0,0.0,-0.04
-0.0042844,-0.32,1.0,0.0,0.0
-0.00428432,-0.32,1.0,-0.04,-0.04
-0.00428424,-0.32,1.0,0.0,-0.04
-0.00428416,-0.32,1.04,-0.04,-0.04
-0.00428408,-0.32,1.04,0.0,0.0
-0.004284,-0.36,1.0,0.0,-0.04
-0.00428392,-0.36,1.0,0.0,0.0
-0.00428384,-0.32,1.0,-0.04,-0.04
-0.00428376,-0.32,1.04,0.0,0.0
-0.00428368,-0.32,1.0,0.0,-0.04
-0.0042836,-0.32,1.0,0.0,0.0
-0.00428352,-0.32,1.0,0.0,0.0
-0.00428344,-0.32,1.0,0.0,0.0
-0.00428336,-0.32,1.0,0.0,0.0
-0.00428328,-0.32,1.0,0.0,-0.04
-0.0042832,-0.32,1.0,0.0,0.0
-0.00428312,-0.32,1.0,0.0,0.0
-0.00428304,-0.36,1.0,0.0,0.0
-0.00428296,-0.32,1.0,0.0,0.0
-0.00428288,-0.32,1.0,0.0,0.0
-0.0042828,-0.32,1.0,0.0,0.0
-0.00428272,-0.32,1.0,0.0,0.0
-0.00428264,-0.32,1.0,0.0,0.0
-0.00428256,-0.32,1.0,0.0,0.0
-0.00428248,-0.32,1.0,0.0,0.0
-0.0042824,-0.32,1.0,0.0,0.0
-0.00428232,-0.32,1.0,0.0,-0.04
-0.00428224,-0.32,1.0,-0.04,0.0
-0.00428216,-0.32,1.0,0.0,0.0
-0.00428208,-0.32,1.0,0.0,0.0
-0.004282,-0.32,1.04,0.0,0.0
-0.00428192,-0.32,1.0,0.0,0.0
-0.00428184,-0.32,1.0,0.0,0.0
-0.00428176,-0.32,1.0,0.0,0.0
-0.00428168,-0.32,1.0,0.0,0.0
-0.0042816,-0.32,1.04,-0.04,0.0
-0.00428152,-0.32,1.0,0.0,0.0
-0.00428144,-0.32,1.0,0.0,-0.04
-0.00428136,-0.32,1.0,-0.04,0.0
-0.00428128,-0.32,1.0,0.0,0.0
-0.0042812,-0.32,1.0,0.0,0.0
-0.00428112,-0.32,1.0,0.0,0.0
-0.00428104,-0.32,1.0,0.0,0.0
-0.00428096,-0.32,1.04,0.0,0.0
-0.00428088,-0.32,1.0,0.0,0.0
-0.0042808,-0.32,1.0,0.0,0.0
-0.00428072,-0.32,1.0,0.0,0.0
-0.00428064,-0.32,1.0,0.0,0.0
-0.00428056,-0.32,1.0,0.0,0.0
-0.00428048,-0.32,1.0,0.0,0.0
-0.0042804,-0.32,1.04,-0.04,0.0
-0.00428032,-0.32,1.0,-0.04,0.0
-0.00428024,-0.32,1.0,0.0,0.0
-0.00428016,-0.32,1.0,0.0,0.0
-0.00428008,-0.32,1.0,0.0,0.0
-0.00428,-0.32,1.0,0.0,0.0
-0.00427992,-0.32,1.04,0.0,0.0
-0.00427984,-0.32,1.04,0.0,0.0
-0.00427976,-0.32,1.04,0.0,0.0
-0.00427968,-0.28,1.0,-0.04,-0.04
-0.0042796,-0.32,1.0,0.04,0.0
-0.00427952,-0.32,1.0,0.0,0.0
-0.00427944,-0.28,1.0,0.0,0.0
-0.00427936,-0.32,1.0,0.0,0.0
-0.00427928,-0.32,1.0,0.04,0.0
-0.0042792,-0.32,1.0,0.0,0.0
-0.00427912,-0.32,1.0,0.0,0.0
-0.00427904,-0.32,1.0,0.0,0.0
-0.00427896,-0.32,1.04,0.0,0.0
-0.00427888,-0.32,1.0,0.0,0.0
-0.0042788,-0.32,1.04,0.0,0.0
-0.00427872,-0.32,1.0,0.0,0.0
-0.00427864,-0.32,1.04,0.0,0.0
-0.00427856,-0.32,1.04,0.0,0.0
-0.00427848,-0.32,1.04,0.0,0.0
-0.0042784,-0.32,1.0,0.0,0.0
-0.00427832,-0.28,1.0,0.0,0.0
-0.00427824,-0.32,1.04,0.0,0.0
-0.00427816,-0.32,1.04,0.0,0.0
-0.00427808,-0.28,1.0,0.0,-0.04
-0.004278,-0.32,1.04,0.0,0.0
-0.00427792,-0.32,1.0,0.0,0.0
-0.00427784,-0.32,1.0,0.0,-0.04
-0.00427776,-0.32,1.04,0.0,-0.04
-0.00427768,-0.32,1.0,0.0,-0.04
-0.0042776,-0.32,1.0,0.0,0.0
-0.00427752,-0.32,1.0,0.0,-0.04
-0.00427744,-0.32,1.0,0.0,0.0
-0.00427736,-0.28,1.0,0.0,0.0
-0.00427728,-0.32,1.0,0.0,0.0
-0.0042772,-0.32,1.0,0.0,-0.04
-0.00427712,-0.28,1.0,0.0,0.0
-0.00427704,-0.32,1.0,0.0,0.0
-0.00427696,-0.32,1.0,0.0,0.0
-0.00427688,-0.32,1.04,0.0,0.0
-0.0042768,-0.28,1.0,0.0,0.0
-0.00427672,-0.28,1.04,0.0,-0.04
-0.00427664,-0.28,1.0,0.0,0.0
-0.00427656,-0.32,1.0,0.0,0.0
-0.00427648,-0.28,1.04,0.0,0.0
-0.0042764,-0.32,1.0,-0.04,-0.04
-0.00427632,-0.28,1.0,0.0,0.0
-0.00427624,-0.28,1.0,0.0,0.0
-0.00427616,-0.28,1.0,0.0,0.0
-0.00427608,-0.28,1.0,-0.04,0.0
-0.004276,-0.28,1.0,0.0,0.0
-0.00427592,-0.28,1.04,0.0,0.0
-0.00427584,-0.28,1.0,0.0,-0.04
-0.00427576,-0.28,1.0,0.0,-0.04
-0.00427568,-0.28,1.04,0.0,0.0
-0.0042756,-0.28,1.0,0.0,0.0
-0.00427552,-0.28,1.0,0.0,0.0
-0.00427544,-0.28,1.04,0.0,0.0
-0.00427536,-0.32,1.0,0.0,0.0
-0.00427528,-0.28,1.0,0.0,0.0
-0.0042752,-0.32,1.0,0.0,0.0
-0.00427512,-0.28,1.0,0.0,0.0
-0.00427504,-0.28,1.0,0.0,0.0
-0.00427496,-0.28,1.0,0.0,0.0
-0.00427488,-0.28,1.0,0.0,-0.04
-0.0042748,-0.28,1.0,0.0,0.0
-0.00427472,-0.28,1.0,-0.04,0.0
-0.00427464,-0.28,1.0,0.0,0.0
-0.00427456,-0.28,1.04,0.0,0.0
-0.00427448,-0.28,1.0,-0.04,0.0
-0.0042744,-0.28,1.0,0.0,0.0
-0.00427432,-0.28,1.0,0.0,-0.04
-0.00427424,-0.28,1.0,0.0,0.0
-0.00427416,-0.28,1.0,0.0,0.0
-0.00427408,-0.28,1.0,0.0,0.0
-0.004274,-0.28,1.0,0.0,0.0
-0.00427392,-0.28,1.0,0.0,0.0
-0.00427384,-0.28,1.0,0.0,0.0
-0.00427376,-0.28,1.0,0.0,-0.04
-0.00427368,-0.28,1.0,0.04,0.0
-0.0042736,-0.28,1.0,0.0,-0.04
-0.00427352,-0.28,1.04,0.0,0.0
-0.00427344,-0.28,1.04,0.0,-0.04
-0.00427336,-0.24,1.04,0.0,0.0
-0.00427328,-0.28,1.04,0.0,-0.04
-0.0042732,-0.28,1.04,0.0,0.0
-0.00427312,-0.28,1.0,0.0,0.0
-0.00427304,-0.28,1.04,0.0,0.0
-0.00427296,-0.28,1.0,0.0,-0.04
-0.00427288,-0.28,1.0,0.0,0.0
-0.0042728,-0.28,1.0,0.0,0.0
-0.00427272,-0.28,1.04,0.0,0.0
-0.00427264,-0.24,1.0,0.0,0.0
-0.00427256,-0.28,1.0,0.0,0.0
-0.00427248,-0.28,1.0,0.0,0.0
-0.0042724,-0.28,1.0,0.0,0.0
-0.00427232,-0.28,1.0,0.0,0.0
-0.00427224,-0.28,1.0,0.0,0.0
-0.00427216,-0.24,1.04,0.0,0.0
-0.00427208,-0.24,1.0,-0.04,0.0
-0.004272,-0.28,1.0,0.0,0.0
-0.00427192,-0.28,1.0,0.0,0.0
-0.00427184,-0.28,1.0,0.0,0.0
-0.00427176,-0.28,1.0,0.0,0.0
-0.00427168,-0.28,1.0,0.0,0.0
-0.0042716,-0.24,1.0,0.0,0.0
-0.00427152,-0.28,1.0,0.0,0.0
-0.00427144,-0.28,1.0,0.0,0.0
-0.00427136,-0.28,1.0,-0.04,0.0
-0.00427128,-0.28,1.0,0.0,0.0
-0.0042712,-0.28,1.0,0.0,0.0
-0.00427112,-0.28,1.0,0.0,0.0
-0.00427104,-0.24,1.0,0.0,0.0
-0.00427096,-0.28,1.0,0.0,0.0
-0.00427088,-0.24,1.04,0.0,-0.04
-0.0042708,-0.24,1.04,0.0,0.0
-0.00427072,-0.24,1.0,-0.04,0.0
-0.00427064,-0.28,1.0,0.0,0.0
-0.00427056,-0.24,1.0,0.0,0.0
-0.00427048,-0.28,1.0,0.0,-0.04
-0.0042704,-0.28,1.04,0.0,0.0
-0.00427032,-0.24,1.0,-0.04,0.0
-0.00427024,-0.24,1.04,-0.04,0.0
-0.00427016,-0.24,1.04,0.0,0.0
-0.00427008,-0.24,1.0,0.0,0.0
-0.00427,-0.24,1.0,0.0,0.0
-0.00426992,-0.24,1.0,0.0,0.0
-0.00426984,-0.24,1.0,0.0,-0.04
-0.00426976,-0.24,1.0,0.0,0.0
-0.00426968,-0.24,1.0,0.0,0.0
-0.0042696,-0.24,1.0,0.0,0.0
-0.00426952,-0.24,1.0,0.0,0.0
-0.00426944,-0.24,1.0,0.0,0.0
-0.00426936,-0.24,1.0,0.0,0.0
-0.00426928,-0.24,1.04,-0.04,0.0
-0.0042692,-0.24,1.0,0.0,0.0
-0.00426912,-0.24,1.0,0.0,0.0
-0.00426904,-0.24,1.0,0.0,-0.04
-0.00426896,-0.24,1.0,0.0,0.0
-0.00426888,-0.24,1.0,-0.04,0.0
-0.0042688,-0.24,1.04,-0.04,0.0
-0.00426872,-0.24,1.0,0.0,0.0
-0.00426864,-0.24,1.0,0.0,0.0
-0.00426856,-0.24,1.0,0.0,0.0
-0.00426848,-0.24,1.0,0.0,0.0
-0.0042684,-0.24,1.0,0.0,0.0
-0.00426832,-0.24,1.0,0.0,0.0
-0.00426824,-0.24,1.04,0.0,0.0
-0.00426816,-0.24,1.0,0.0,0.0
-0.00426808,-0.24,1.0,0.0,0.0
-0.004268,-0.24,1.0,-0.04,0.0
-0.00426792,-0.24,1.0,0.0,0.0
-0.00426784,-0.24,1.0,-0.04,0.0
-0.00426776,-0.24,1.0,0.0,0.0
-0.00426768,-0.24,1.0,0.0,0.0
-0.0042676,-0.24,1.0,0.0,0.0
-0.00426752,-0.24,1.0,-0.04,0.0
-0.00426744,-0.24,1.0,0.0,0.0
-0.00426736,-0.24,1.0,0.0,0.0
-0.00426728,-0.24,1.0,0.0,0.0
-0.0042672,-0.24,1.0,0.0,-0.04
-0.00426712,-0.24,1.0,-0.04,-0.04
-0.00426704,-0.24,1.0,0.0,0.0
-0.00426696,-0.24,1.0,0.0,0.0
-0.00426688,-0.24,1.0,0.0,-0.04
-0.0042668,-0.24,1.0,0.0,0.0
-0.00426672,-0.24,1.04,0.0,-0.04
-0.00426664,-0.24,1.0,0.0,0.0
-0.00426656,-0.24,1.0,0.0,0.0
-0.00426648,-0.2,1.0,0.0,-0.04
-0.0042664,-0.24,1.04,0.0,0.0
-0.00426632,-0.24,1.0,0.0,0.0
-0.00426624,-0.24,1.0,0.0,0.0
-0.00426616,-0.24,1.0,0.0,-0.04
-0.00426608,-0.24,1.0,0.0,0.0
-0.004266,-0.24,1.0,0.0,0.0
-0.00426592,-0.24,1.0,0.0,0.0
-0.00426584,-0.24,1.0,0.0,0.0
-0.00426576,-0.24,1.0,0.0,-0.04
-0.00426568,-0.24,1.0,-0.04,-0.04
-0.0042656,-0.24,1.0,-0.04,0.0
-0.00426552,-0.24,1.0,0.0,-0.04
-0.00426544,-0.24,1.0,-0.04,-0.04
-0.00426536,-0.24,1.0,0.0,0.0
-0.00426528,-0.2,1.0,-0.04,-0.04
-0.0042652,-0.24,1.0,-0.04,0.0
-0.00426512,-0.24,1.0,0.0,0.0
-0.00426504,-0.24,1.0,0.0,-0.04
-0.00426496,-0.24,1.0,0.0,0.0
-0.00426488,-0.2,1.04,0.0,-0.04
-0.0042648,-0.24,1.0,0.0,0.0
-0.00426472,-0.24,1.0,0.0,0.0
-0.00426464,-0.24,1.0,-0.04,-0.04
-0.00426456,-0.24,1.0,0.0,0.0
-0.00426448,-0.24,1.0,0.0,0.0
-0.0042644,-0.24,1.04,0.0,0.0
-0.00426432,-0.24,1.0,0.0,0.0
-0.00426424,-0.24,1.0,0.0,0.0
-0.00426416,-0.24,1.0,-0.04,-0.04
-0.00426408,-0.2,1.04,-0.04,0.0
-0.004264,-0.24,1.0,0.0,0.0
-0.00426392,-0.24,1.0,0.0,0.0
-0.00426384,-0.24,1.0,0.0,0.0
-0.00426376,-0.24,1.0,0.0,0.0
-0.00426368,-0.24,1.04,-0.04,0.0
-0.0042636,-0.24,1.0,-0.04,0.0
-0.00426352,-0.2,1.0,0.0,0.0
-0.00426344,-0.24,1.0,0.0,0.0
-0.00426336,-0.2,1.0,0.0,0.0
-0.00426328,-0.24,1.0,0.0,0.0
-0.0042632,-0.24,1.0,0.0,0.0
-0.00426312,-0.24,1.0,0.0,0.0
-0.00426304,-0.2,1.0,0.0,0.0
-0.00426296,-0.24,1.0,-0.04,-0.04
-0.00426288,-0.2,1.0,-0.04,0.0
-0.0042628,-0.2,1.0,0.0,-0.04
-0.00426272,-0.24,1.0,0.0,0.0
-0.00426264,-0.24,1.0,0.0,0.0
-0.00426256,-0.2,1.0,-0.04,0.0
-0.00426248,-0.2,1.0,0.0,0.0
-0.0042624,-0.2,1.0,0.0,0.0
-0.00426232,-0.2,1.0,0.0,0.0
-0.00426224,-0.2,1.0,0.0,0.0
-0.00426216,-0.2,1.04,0.0,0.0
-0.00426208,-0.2,1.0,0.0,0.0
-0.004262,-0.2,1.04,0.0,-0.04
-0.00426192,-0.2,1.04,0.0,0.0
-0.00426184,-0.2,1.0,0.0,-0.04
-0.00426176,-0.2,1.04,0.0,0.0
-0.00426168,-0.2,1.0,-0.04,0.0
-0.0042616,-0.2,1.0,0.0,0.0
-0.00426152,-0.2,1.04,0.0,0.0
-0.00426144,-0.2,1.04,0.0,0.0
-0.00426136,-0.2,1.0,0.0,-0.04
-0.00426128,-0.24,1.0,0.0,0.0
-0.0042612,-0.2,1.0,0.0,0.0
-0.00426112,-0.2,1.0,0.0,0.0
-0.00426104,-0.2,1.04,-0.04,0.0
-0.00426096,-0.2,1.0,-0.04,0.0
-0.00426088,-0.2,1.0,0.0,0.0
-0.0042608,-0.2,1.04,0.0,0.0
-0.00426072,-0.2,1.0,-0.04,-0.04
-0.00426064,-0.2,1.0,0.0,0.0
-0.00426056,-0.2,1.0,0.0,0.0
-0.00426048,-0.2,1.0,-0.04,-0.04
-0.0042604,-0.2,1.0,0.0,0.0
-0.00426032,-0.24,1.04,0.0,-0.04
-0.00426024,-0.2,1.0,0.0,-0.04
-0.00426016,-0.2,1.0,0.0,0.0
-0.00426008,-0.2,1.0,0.0,0.0
-0.00426,-0.2,1.0,0.0,0.0
-0.00425992,-0.2,1.0,0.0,0.0
-0.00425984,-0.2,1.0,0.0,0.0
-0.00425976,-0.2,1.0,-0.04,0.0
-0.00425968,-0.2,1.0,0.0,0.0
-0.0042596,-0.2,1.0,0.0,0.0
-0.00425952,-0.2,1.0,0.0,-0.04
-0.00425944,-0.2,1.0,0.0,0.0
-0.00425936,-0.2,1.0,0.0,0.0
-0.00425928,-0.2,1.0,-0.04,0.0
-0.0042592,-0.2,1.0,-0.04,0.0
-0.00425912,-0.2,1.0,0.0,0.0
-0.00425904,-0.2,1.04,-0.04,0.0
-0.00425896,-0.2,1.0,0.0,-0.04
-0.00425888,-0.2,1.0,0.0,0.0
-0.0042588,-0.2,1.0,0.0,-0.04
-0.00425872,-0.2,1.0,0.0,-0.04
-0.00425864,-0.2,1.0,0.0,0.0
-0.00425856,-0.2,1.0,0.0,0.0
-0.00425848,-0.2,1.0,0.0,0.0
-0.0042584,-0.2,1.0,0.0,0.0
-0.00425832,-0.2,1.0,0.0,-0.04
-0.00425824,-0.2,1.04,0.0,0.0
-0.00425816,-0.2,1.04,0.0,0.0
-0.00425808,-0.2,1.0,0.0,0.0
